name,mature,platform,file,sequence,vol_min,vol_max,dist_min,dist_max,limit_count,limit_type,entity_limit_count,entity_limit_type,bus,volume_min_falloff_curve,volumefalloffcurve,reverb_send,dist_reverb_max,reverb_min_falloff_curve,reverb_falloff_curve,randomize_type,pitch_min,pitch_max,spatialized,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,chainaliasname,startdelay,speakermap,lfe percentage,center percentage,envelop_min,envelop_max,envelop percentage,occlusion_level,occlusion_wet_dry,real_delay,distance_lpf,move_type,move_time,min_priority,max_priority,min_priority_threshold,max_priority_threshold
step_run_plr_asphault,,,SFX/Character/Footsteps/conc_walk_##,,0.1,0.2,50,750,,,,,character,,,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp all_mp,,,gear_run_player,,,,,,,,,,,,,,,80,80,0.25,1
step_run_plr_asphalt,,,SFX/Character/Footsteps/conc_walk_##,,0.1,0.2,50,750,,,,,character,,,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp all_mp,,,gear_run_player,,,,,,,,,,,,,,,80,80,0.25,1
step_run_plr_ceramic,,,SFX/Character/Footsteps/conc_walk_##,,0.1,0.2,50,750,,,,,character,,,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp all_mp,,,gear_run_player,,,,,,,,,,,,,,,80,80,0.25,1
step_run_plr_plastic,,,SFX/Character/Footsteps/conc_walk_##,,0.1,0.2,50,750,,,,,character,,,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp all_mp,,,gear_run_player,,,,,,,,,,,,,,,80,80,0.25,1
step_run_plr_rubber,,,SFX/Character/Footsteps/conc_walk_##,,0.1,0.2,50,750,,,,,character,,,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp all_mp,,,gear_run_player,,,,,,,,,,,,,,,80,80,0.25,1
step_run_plr_cushion,,,SFX/Character/Footsteps/dirt_walk_##,,0.1,0.2,50,750,,,,,character,,,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp all_mp,,,gear_run_player,,,,,,,,,,,,,,,80,80,0.25,1
step_run_plr_fruit,,,SFX/Character/Footsteps/dirt_walk_##,,0.1,0.2,50,750,,,,,character,,,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp all_mp,,,gear_run_player,,,,,,,,,,,,,,,80,80,0.25,1
step_run_plr_paintedmetal,,,SFX/Character/Footsteps/dirt_walk_##,,0.1,0.2,50,750,,,,,character,,,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp all_mp,,,gear_run_player,,,,,,,,,,,,,,,80,80,0.25,1
#MP ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
step_run_plr_carpet,,,SFX/Character/Footsteps/conc_walk_##,,0.1,0.2,50,750,,,,,character,,,,,,,,0.85,1.05,2d,,,,0.85,all_mp,,,gear_run_player,,,,,,,,,,,,,,,80,80,0.25,1
step_run_plr_cloth,,,SFX/Character/Footsteps/conc_walk_##,,0.1,0.2,50,750,,,,,character,,,,,,,,0.85,1.05,2d,,,,0.85,all_mp,,,gear_run_player,,,,,,,,,,,,,,,80,80,0.25,1
# Run 3rd Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
step_run_default,,,SFX/Character/Footsteps/dirt_walk_##,,0.3,0.5,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_bark,,,SFX/Character/Footsteps/wood_run_##,,0.15,0.32,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_brick,,,SFX/Character/Footsteps/conc_walk_##,,0.32,0.38,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_carpet,,,SFX/Character/Footsteps/snow_run_##,,0.15,0.32,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_cloth,,,SFX/Character/Footsteps/snow_run_##,,0.15,0.32,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_concrete,,,SFX/Character/Footsteps/conc_walk_##,,0.4,0.6,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_dirt,,,SFX/Character/Footsteps/dirt_walk_##,,0.3,0.5,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_flesh,,,null.wav,,0.26,0.31,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_foliage,,,SFX/Character/Footsteps/grass_walk_##,,0.15,0.38,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_glass,,,SFX/Character/Footsteps/grass_walk_##,,0.15,0.38,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_grass,,,SFX/Character/Footsteps/grass_walk_##,,0.4,0.6,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_gravel,,,SFX/Character/Footsteps/gravel_walk_##,,0.4,0.6,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
#step_run_ice,,,SFX/Character/Footsteps/snow_run_##,,0.19,0.32,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_metal,,,SFX/Character/Footsteps/metal_walk_##,,0.4,0.6,50,500,10,reject,,,character,,curve1,0.7,,,,,0.7,0.85,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_mud,,,SFX/Character/Footsteps/mud_walk_##,,0.3,0.4,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_paper,,,SFX/Character/Footsteps/conc_walk_##,,0.32,0.38,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_plaster,,,SFX/Character/Footsteps/conc_walk_##,,0.15,0.32,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_rock,,,SFX/Character/Footsteps/conc_walk_##,,0.4,0.6,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_sand,,,SFX/Character/Footsteps/dirt_walk_##,,0.11,0.24,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
#step_run_snow,,,SFX/Character/Footsteps/snow_run_##,,0.3,0.5,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_water,,,SFX/Character/Footsteps/water_walk_##,,0.4,0.6,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,!nazi_zombie_sumpf all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_wood,,,SFX/Character/Footsteps/wood_run_##,,0.4,0.6,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_asphault,,,SFX/Character/Footsteps/conc_walk_##,,0.4,0.6,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_asphalt,,,SFX/Character/Footsteps/conc_walk_##,,0.4,0.6,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_ceramic,,,SFX/Character/Footsteps/conc_walk_##,,0.15,0.32,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_plastic,,,SFX/Character/Footsteps/conc_walk_##,,0.15,0.32,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_rubber,,,SFX/Character/Footsteps/conc_walk_##,,0.15,0.32,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_cushion,,,SFX/Character/Footsteps/dirt_walk_##,,0.15,0.35,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_fruit,,,SFX/Character/Footsteps/dirt_walk_##,,0.15,0.35,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_paintedmetal,,,SFX/Character/Footsteps/dirt_walk_##,,0.15,0.35,50,500,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
#MP ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
step_run_carpet,,,SFX/Character/Footsteps/conc_walk_##,,0.15,0.32,50,500,10,reject,,,character,,curve1,,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_cloth,,,SFX/Character/Footsteps/conc_walk_##,,0.15,0.32,50,500,10,reject,,,character,,curve1,,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
# Run 3rd Person MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
step_run_default,,,SFX/Character/Footsteps/dirt_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_bark,,,SFX/Character/Footsteps/wood_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_brick,,,SFX/Character/Footsteps/conc_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_concrete,,,SFX/Character/Footsteps/conc_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_dirt,,,SFX/Character/Footsteps/dirt_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_flesh,,,null.wav,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_foliage,,,SFX/Character/Footsteps/grass_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_glass,,,SFX/Character/Footsteps/grass_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_grass,,,SFX/Character/Footsteps/grass_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_gravel,,,SFX/Character/Footsteps/gravel_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
#step_run_ice,,,SFX/Character/Footsteps/snow_run_##,,0.19,0.32,50,500,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_metal,,,SFX/Character/Footsteps/metal_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.7,0.85,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_mud,,,SFX/Character/Footsteps/mud_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_paper,,,SFX/Character/Footsteps/conc_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_plaster,,,SFX/Character/Footsteps/conc_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_rock,,,SFX/Character/Footsteps/conc_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_sand,,,SFX/Character/Footsteps/dirt_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
#step_run_snow,,,SFX/Character/Footsteps/snow_run_##,,0.3,0.5,50,500,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_sp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_water,,,SFX/Character/Footsteps/water_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_wood,,,SFX/Character/Footsteps/wood_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_asphault,,,SFX/Character/Footsteps/conc_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_asphalt,,,SFX/Character/Footsteps/conc_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_ceramic,,,SFX/Character/Footsteps/conc_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_plastic,,,SFX/Character/Footsteps/conc_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_rubber,,,SFX/Character/Footsteps/conc_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_cushion,,,SFX/Character/Footsteps/dirt_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_fruit,,,SFX/Character/Footsteps/dirt_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
step_run_paintedmetal,,,SFX/Character/Footsteps/dirt_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,0.85,all_mp,,,gear_run,,,,,,,,,,,,,,,5,70,0.4,1
# Walk 1st Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
step_walk_plr_default,,,SFX/Character/Footsteps/dirt_walk_##,,0.05,0.15,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
step_walk_plr_bark,,,SFX/Character/Footsteps/wood_walk_##,,0.05,0.15,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
step_walk_plr_brick,,,SFX/Character/Footsteps/conc_walk_##,,0.05,0.15,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
step_walk_plr_carpet,,,SFX/Character/Footsteps/snow_walk_##,,0.05,0.15,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp,,,,,,,,,,,,,,,,,,80,80,0.25,1
step_walk_plr_cloth,,,SFX/Character/Footsteps/snow_walk_##,,0.05,0.15,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp,,,,,,,,,,,,,,,,,,80,80,0.25,1
step_walk_plr_concrete,,,SFX/Character/Footsteps/conc_walk_##,,0.05,0.15,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
step_walk_plr_dirt,,,SFX/Character/Footsteps/dirt_walk_##,,0.05,0.15,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
step_walk_plr_flesh,,,null.wav,,0.05,0.15,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
step_walk_plr_foliage,,,SFX/Character/Footsteps/grass_walk_##,,0.05,0.15,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
step_walk_plr_glass,,,SFX/Character/Footsteps/grass_walk_##,,0.05,0.15,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
step_walk_plr_grass,,,SFX/Character/Footsteps/grass_walk_##,,0.05,0.15,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
step_walk_plr_gravel,,,SFX/Character/Footsteps/gravel_walk_##,,0.05,0.15,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
#step_walk_plr_ice,,,SFX/Character/Footsteps/snow_walk_##,,0.05,0.15,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp,,,,,,,,,,,,,,,,,,80,80,0.25,1
step_walk_plr_metal,,,SFX/Character/Footsteps/metal_walk_##,,0.05,0.15,50,1000,,,,,character,,curve1,0.7,,,,,0.7,0.85,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
step_walk_plr_mud,,,SFX/Character/Footsteps/mud_walk_##,,0.05,0.15,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
