name,file,mature,platform,sequence,vol_min,vol_max,dist_min,dist_max,limit_count,limit_type,entity_limit_count,entity_limit_type,bus,volume_min_falloff_curve,volumefalloffcurve,reverb_send,dist_reverb_max,reverb_min_falloff_curve,reverb_falloff_curve,pitch_min,pitch_max,randomize_type,spatialized,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,chainaliasname,startdelay,speakermap,lfe percentage,center percentage,envelop_min,envelop_max,envelop percentage,occlusion_level,occlusion_wet_dry,real_delay,distance_lpf,move_type,move_time,min_priority,max_priority,min_priority_threshold,max_priority_threshold,,isbig
plr_0_vox_crappy_3,voiceovers\zombie\dlc2\Player0\weappick_crappy_03.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_crappy_4,voiceovers\zombie\dlc2\Player0\weappick_crappy_04.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_crappy_5,voiceovers\zombie\dlc2\Player0\weappick_crappy_05.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_mg_0,voiceovers\zombie\dlc2\Player0\weappick_shotgun_05.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_mg_1,voiceovers\zombie\dlc2\Player0\weappick_mg_01.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_mg_2,voiceovers\zombie\dlc2\Player0\weappick_mg_02.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_mg_3,voiceovers\zombie\dlc2\Player0\weappick_mg_03.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_mg_4,voiceovers\zombie\dlc2\Player0\weappick_mg_04.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_mg_5,voiceovers\zombie\dlc2\Player0\weappick_mg_05.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_mg_6,voiceovers\zombie\dlc2\Player0\weappick_mg_06.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_mg_7,voiceovers\zombie\dlc2\Player0\weappick_mg_07.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_mg_8,voiceovers\zombie\dlc2\Player0\weappick_mg_08.wav,yes,,1,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_mg_8,voiceovers\zombie\dlc2\Player0\weappick_mg_08_safe.wav,no,,2,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_raygun_0,voiceovers\zombie\dlc2\Player0\weappick_raygun_00.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,1500,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_raygun_1,voiceovers\zombie\dlc2\Player0\weappick_raygun_01.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,1500,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_raygun_2,voiceovers\zombie\dlc2\Player0\weappick_raygun_02.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,1500,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_raygun_3,voiceovers\zombie\dlc2\Player0\weappick_raygun_03.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,1500,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_raygun_4,voiceovers\zombie\dlc2\Player0\weappick_raygun_04.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,1500,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_raygun_5,voiceovers\zombie\dlc2\Player0\weappick_raygun_05.wav,yes,,1,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,1500,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_raygun_5,voiceovers\zombie\dlc2\Player0\weappick_raygun_05_safe.wav,no,,2,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,1500,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_flame_0,voiceovers\zombie\dlc2\Player0\weappick_flame_00.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_flame_1,voiceovers\zombie\dlc2\Player0\weappick_flame_01.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_flame_2,voiceovers\zombie\dlc2\Player0\weappick_flame_02.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_flame_3,voiceovers\zombie\dlc2\Player0\weappick_flame_03.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_flame_4,voiceovers\zombie\dlc2\Player0\weappick_flame_04.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_flame_5,voiceovers\zombie\dlc2\Player0\weappick_flame_05.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_shotgun_0,voiceovers\zombie\dlc2\Player0\weappick_shotgun_00.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_shotgun_1,voiceovers\zombie\dlc2\Player0\weappick_shotgun_01.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_shotgun_2,voiceovers\zombie\dlc2\Player0\weappick_shotgun_02.wav,yes,,1,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_shotgun_2,voiceovers\zombie\dlc2\Player0\weappick_shotgun_02_safe.wav,no,,2,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_shotgun_3,voiceovers\zombie\dlc2\Player0\weappick_shotgun_03.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_shotgun_4,voiceovers\zombie\dlc2\Player0\weappick_shotgun_04.wav,yes,,1,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_shotgun_4,voiceovers\zombie\dlc2\Player0\weappick_shotgun_04_safe.wav,no,,2,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_shotgun_5,voiceovers\zombie\dlc2\Player0\weappick_shotgun_05.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_shotgun_6,voiceovers\zombie\dlc2\Player0\weappick_shotgun_06.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_sniper_0,voiceovers\zombie\dlc2\Player0\weappick_sniper_00.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_sniper_1,voiceovers\zombie\dlc2\Player0\weappick_sniper_01.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_sniper_2,voiceovers\zombie\dlc2\Player0\weappick_sniper_02.wav,yes,,1,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_sniper_2,voiceovers\zombie\dlc2\Player0\weappick_sniper_02_safe.wav,no,,2,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_sniper_2,voiceovers\zombie\dlc2\Player0\weappick_sniper_02.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_sniper_3,voiceovers\zombie\dlc2\Player0\weappick_sniper_03.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_sniper_4,voiceovers\zombie\dlc2\Player0\weappick_sniper_04.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_sniper_5,voiceovers\zombie\dlc2\Player0\weappick_sniper_05.wav,yes,,1,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_sniper_5,voiceovers\zombie\dlc2\Player0\weappick_sniper_05_safe.wav,no,,2,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_357_0,voiceovers\zombie\dlc2\Player0\weappick_357_00.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_357_1,voiceovers\zombie\dlc2\Player0\weappick_357_01.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_357_2,voiceovers\zombie\dlc2\Player0\weappick_357_02.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_357_3,voiceovers\zombie\dlc2\Player0\weappick_357_03.wav,yes,,1,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_357_3,voiceovers\zombie\dlc2\Player0\weappick_357_03_safe.wav,no,,2,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_357_4,voiceovers\zombie\dlc2\Player0\weappick_357_04.wav,yes,,1,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_357_4,voiceovers\zombie\dlc2\Player0\weappick_357_04_safe.wav,no,,2,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_0,voiceovers\zombie\dlc2\Player0\feedback_killstreak_00.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_1,voiceovers\zombie\dlc2\Player0\feedback_killstreak_01.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_2,voiceovers\zombie\dlc2\Player0\feedback_killstreak_02.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_3,voiceovers\zombie\dlc2\Player0\feedback_killstreak_03.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_4,voiceovers\zombie\dlc2\Player0\feedback_killstreak_04.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_5,voiceovers\zombie\dlc2\Player0\feedback_killstreak_05.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_6,voiceovers\zombie\dlc2\Player0\feedback_killstreak_06.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_7,voiceovers\zombie\dlc2\Player0\feedback_killstreak_07.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_8,voiceovers\zombie\dlc2\Player0\feedback_killstreak_08.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_9,voiceovers\zombie\dlc2\Player0\feedback_killstreak_09.wav,yes,,1,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_9,voiceovers\zombie\dlc2\Player0\feedback_killstreak_09_safe.wav,no,,2,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_10,voiceovers\zombie\dlc2\Player0\feedback_killstreak_10.wav,yes,,1,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_10,voiceovers\zombie\dlc2\Player0\feedback_killstreak_10_safe.wav,no,,2,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_11,voiceovers\zombie\dlc2\Player0\feedback_killstreak_11.wav,yes,,1,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_11,voiceovers\zombie\dlc2\Player0\feedback_killstreak_11_safe.wav,no,,2,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_12,voiceovers\zombie\dlc2\Player0\feedback_killstreak_12.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_13,voiceovers\zombie\dlc2\Player0\feedback_killstreak_13.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_14,voiceovers\zombie\dlc2\Player0\feedback_killstreak_14.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_15,voiceovers\zombie\dlc2\Player0\gen_kill_00.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_16,voiceovers\zombie\dlc2\Player0\gen_kill_01.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_17,voiceovers\zombie\dlc2\Player0\gen_kill_02.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_18,voiceovers\zombie\dlc2\Player0\gen_kill_03.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_19,voiceovers\zombie\dlc2\Player0\gen_kill_04.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_20,voiceovers\zombie\dlc2\Player0\gen_kill_05.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_killstreak_21,voiceovers\zombie\dlc2\Player0\gen_kill_06.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_kill_headdist_0,voiceovers\zombie\dlc2\Player0\feedback_kill_headd_00.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_kill_headdist_1,voiceovers\zombie\dlc2\Player0\feedback_kill_headd_01.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_kill_headdist_2,voiceovers\zombie\dlc2\Player0\feedback_kill_headd_02.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_kill_headdist_3,voiceovers\zombie\dlc2\Player0\feedback_kill_headd_03.wav,yes,,1,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_kill_headdist_3,voiceovers\zombie\dlc2\Player0\feedback_kill_headd_03_safe.wav,no,,2,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_kill_headdist_4,voiceovers\zombie\dlc2\Player0\feedback_kill_headd_04.wav,,,,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_kill_headdist_5,voiceovers\zombie\dlc2\Player0\feedback_kill_headd_05.wav,yes,,1,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
plr_0_vox_kill_headdist_5,voiceovers\zombie\dlc2\Player0\feedback_kill_headd_05_safe.wav,no,,2,1,1,75,1700,2,reject,1,reject,voice,,curve2,0.8,2100,,curve2,1,1,,3d,streamed,,,master,,,,,,0,,,,50,500,0.9,0.5,,,,,,10,25,0.25,1,,
